Longitud menor de 200 (ft), Longitud entre 200 y 1000 (ft), Longitud mayor de 1000 (ft), Número de vertices menor o igual a 10, Número de vertices mayor de 10, Si son polilíneas cerradas, Si son polilíneas abiertas
26, 12, 4, 38, 4, 4, 38
